time,location,water_level
2018/01/29/11,宜宾,2.5
2018/01/29/11,泸州二郎滩,2.6
2018/01/29/11,北碚,0.03
2018/01/29/11,重庆,12.51
2018/01/29/11,寸滩,172.65
2018/01/29/11,涪陵（清溪场）,172.28
2018/01/29/11,万州,172.5
2018/01/29/11,茅坪,172.22
2018/01/29/11,宜昌,1.59
2018/01/29/11,枝江,0.64
2018/01/29/11,沙市,-0.73
2018/01/29/11,监利,2.97
2018/01/29/11,城陵矶,4.64
2018/01/29/11,汉口,3.4
2018/01/29/11,黄石,3.03
2018/01/29/11,九江,2.68
2018/01/29/11,安庆,2.65
2018/01/29/11,芜湖,1.86
2018/01/29/11,南京,1.92
2018/01/29/11,镇江,1.51
2018/01/29/11,湘江长沙,31.11
2018/01/30/11,宜宾,2.4
2018/01/30/11,泸州二郎滩,2.7
2018/01/30/11,北碚,0.86
2018/01/30/11,重庆,12.43
2018/01/30/11,寸滩,172.54
2018/01/30/11,涪陵（清溪场）,172.17
2018/01/30/11,万州,172.37
2018/01/30/11,茅坪,172.08
2018/01/30/11,宜昌,1.81
2018/01/30/11,枝江,1.09
2018/01/30/11,沙市,-0.34
2018/01/30/11,监利,3.1
2018/01/30/11,城陵矶,4.8
2018/01/30/11,汉口,3.61
2018/01/30/11,黄石,3.19
2018/01/30/11,九江,2.79
2018/01/30/11,安庆,2.76
2018/01/30/11,芜湖,1.72
2018/01/30/11,南京,2.05
2018/01/30/11,镇江,1.66
2018/01/30/11,湘江长沙,31.04
2018/01/31/11,宜宾,2
2018/01/31/11,泸州二郎滩,2.8
2018/01/31/11,北碚,0.55
2018/01/31/11,重庆,12.23
2018/01/31/11,寸滩,172.35
2018/01/31/11,涪陵（清溪场）,171.97
2018/01/31/11,万州,172.25
2018/01/31/11,茅坪,171.99
2018/01/31/11,宜昌,1.93
2018/01/31/11,枝江,1.37
2018/01/31/11,沙市,-0.13
2018/01/31/11,监利,3.32
2018/01/31/11,城陵矶,4.98
2018/01/31/11,汉口,3.8
2018/01/31/11,黄石,3.38
2018/01/31/11,九江,2.92
2018/01/31/11,安庆,2.86
2018/01/31/11,芜湖,1.73
2018/01/31/11,南京,2.17
2018/01/31/11,镇江,2.05
2018/01/31/11,湘江长沙,30.86
2018/02/01/11,宜宾,2.2
2018/02/01/11,泸州二郎滩,2.7
2018/02/01/11,北碚,-0.21
2018/02/01/11,重庆,12.05
2018/02/01/11,寸滩,172.17
2018/02/01/11,涪陵（清溪场）,171.81
2018/02/01/11,万州,172.06
2018/02/01/11,茅坪,171.83
2018/02/01/11,宜昌,1.95
2018/02/01/11,枝江,1.37
2018/02/01/11,沙市,0.03
2018/02/01/11,监利,3.61
2018/02/01/11,城陵矶,5.18
2018/02/01/11,汉口,4.01
2018/02/01/11,黄石,3.57
2018/02/01/11,九江,3.07
2018/02/01/11,安庆,3.02
2018/02/01/11,芜湖,1.93
2018/02/01/11,南京,2.18
2018/02/01/11,镇江,2.42
2018/02/01/11,湘江长沙,30.69
2018/02/02/11,宜宾,2.3
2018/02/02/11,泸州二郎滩,2.8
2018/02/02/11,北碚,-0.44
2018/02/02/11,重庆,11.79
2018/02/02/11,寸滩,171.92
2018/02/02/11,涪陵（清溪场）,171.62
2018/02/02/11,万州,171.88
2018/02/02/11,茅坪,171.64
2018/02/02/11,宜昌,1.85
2018/02/02/11,枝江,1.3
2018/02/02/11,沙市,0.08
2018/02/02/11,监利,3.66
2018/02/02/11,城陵矶,5.3
2018/02/02/11,汉口,4.19
2018/02/02/11,黄石,3.75
2018/02/02/11,九江,3.22
2018/02/02/11,安庆,3.19
2018/02/02/11,芜湖,2.13
2018/02/02/11,南京,2.05
2018/02/02/11,镇江,2.61
2018/02/02/11,湘江长沙,30.69
2018/02/03/11,宜宾,2.3
2018/02/03/11,泸州二郎滩,2.7
2018/02/03/11,北碚,-0.63
2018/02/03/11,重庆,11.72
2018/02/03/11,寸滩,171.85
2018/02/03/11,涪陵（清溪场）,171.47
2018/02/03/11,万州,171.72
2018/02/03/11,茅坪,171.34
2018/02/03/11,宜昌,1.84
2018/02/03/11,枝江,1.17
2018/02/03/11,沙市,-0.07
2018/02/03/11,监利,3.64
2018/02/03/11,城陵矶,5.32
2018/02/03/11,汉口,4.3
2018/02/03/11,黄石,3.88
2018/02/03/11,九江,3.36
2018/02/03/11,安庆,3.29
2018/02/03/11,芜湖,2.24
2018/02/03/11,南京,1.72
2018/02/03/11,镇江,2.46
2018/02/03/11,湘江长沙,30.7
2018/02/04/11,宜宾,2
2018/02/04/11,泸州二郎滩,2.6
2018/02/04/11,北碚,-0.24
2018/02/04/11,重庆,11.54
2018/02/04/11,寸滩,171.62
2018/02/04/11,涪陵（清溪场）,171.26
2018/02/04/11,万州,171.52
2018/02/04/11,茅坪,171.26
2018/02/04/11,宜昌,2.07
2018/02/04/11,枝江,1.17
2018/02/04/11,沙市,-0.11
2018/02/04/11,监利,3.57
2018/02/04/11,城陵矶,5.27
2018/02/04/11,汉口,4.39
2018/02/04/11,黄石,4.01
2018/02/04/11,九江,3.47
2018/02/04/11,安庆,3.4
2018/02/04/11,芜湖,2.36
2018/02/04/11,南京,1.79
2018/02/04/11,镇江,2.01
2018/02/04/11,湘江长沙,30.72
2018/02/05/11,宜宾,2
2018/02/05/11,泸州二郎滩,2.5
2018/02/05/11,北碚,-0.26
2018/02/05/11,重庆,11.25
2018/02/05/11,寸滩,171.38
2018/02/05/11,涪陵（清溪场）,171.04
2018/02/05/11,万州,171.31
2018/02/05/11,茅坪,171.07
2018/02/05/11,宜昌,1.75
2018/02/05/11,枝江,1.25
2018/02/05/11,沙市,-0.07
2018/02/05/11,监利,3.54
2018/02/05/11,城陵矶,5.21
2018/02/05/11,汉口,4.41
2018/02/05/11,黄石,4.05
2018/02/05/11,九江,3.52
2018/02/05/11,安庆,3.45
2018/02/05/11,芜湖,2.36
2018/02/05/11,南京,1.8
2018/02/05/11,镇江,1.44
2018/02/05/11,湘江长沙,30.8
2018/02/06/11,宜宾,1.5
2018/02/06/11,泸州二郎滩,2.6
2018/02/06/11,北碚,-0.27
2018/02/06/11,重庆,11.05
2018/02/06/11,寸滩,171.17
2018/02/06/11,涪陵（清溪场）,170.81
2018/02/06/11,万州,171.08
2018/02/06/11,茅坪,170.86
2018/02/06/11,宜昌,1.77
2018/02/06/11,枝江,1.1
2018/02/06/11,沙市,-0.22
2018/02/06/11,监利,3.49
2018/02/06/11,城陵矶,5.17
2018/02/06/11,汉口,4.4
2018/02/06/11,黄石,4.05
2018/02/06/11,九江,3.53
2018/02/06/11,安庆,3.45
2018/02/06/11,芜湖,2.32
2018/02/06/11,南京,1.78
2018/02/06/11,镇江,1.21
2018/02/06/11,湘江长沙,30.93
2018/02/07/11,宜宾,1.9
2018/02/07/11,泸州二郎滩,2.6
2018/02/07/11,北碚,-0.62
2018/02/07/11,重庆,10.89
2018/02/07/11,寸滩,170.99
2018/02/07/11,涪陵（清溪场）,170.63
2018/02/07/11,万州,170.86
2018/02/07/11,茅坪,170.61
2018/02/07/11,宜昌,1.61
2018/02/07/11,枝江,1.14
2018/02/07/11,沙市,-0.22
2018/02/07/11,监利,3.45
2018/02/07/11,城陵矶,5.11
2018/02/07/11,汉口,4.38
2018/02/07/11,黄石,4.05
2018/02/07/11,九江,3.52
2018/02/07/11,安庆,3.44
2018/02/07/11,芜湖,2.37
2018/02/07/11,南京,1.9
2018/02/07/11,镇江,1.26
2018/02/07/11,湘江长沙,30.83
2018/02/08/11,宜宾,1.5
2018/02/08/11,泸州二郎滩,2.6
2018/02/08/11,北碚,-0.6
2018/02/08/11,重庆,10.61
2018/02/08/11,寸滩,170.76
2018/02/08/11,涪陵（清溪场）,170.45
2018/02/08/11,万州,170.69
2018/02/08/11,茅坪,170.52
2018/02/08/11,宜昌,1.18
2018/02/08/11,枝江,0.93
2018/02/08/11,沙市,-0.32
2018/02/08/11,监利,3.4
2018/02/08/11,城陵矶,5.02
2018/02/08/11,汉口,4.32
2018/02/08/11,黄石,4
2018/02/08/11,九江,3.49
2018/02/08/11,安庆,3.38
2018/02/08/11,芜湖,2.22
2018/02/08/11,南京,1.73
2018/02/08/11,镇江,1.09
2018/02/08/11,湘江长沙,30.7
2018/02/09/11,宜宾,2
2018/02/09/11,泸州二郎滩,2.2
2018/02/09/11,北碚,-0.6
2018/02/09/11,重庆,10.5
2018/02/09/11,寸滩,170.66
2018/02/09/11,涪陵（清溪场）,170.3
2018/02/09/11,万州,170.61
2018/02/09/11,茅坪,170.47
2018/02/09/11,宜昌,0.86
2018/02/09/11,枝江,0.6
2018/02/09/11,沙市,-0.73
2018/02/09/11,监利,3.2
2018/02/09/11,城陵矶,4.87
2018/02/09/11,汉口,4.26
2018/02/09/11,黄石,3.96
2018/02/09/11,九江,3.43
2018/02/09/11,安庆,3.32
2018/02/09/11,芜湖,2.21
2018/02/09/11,南京,1.83
2018/02/09/11,镇江,1.3
2018/02/09/11,湘江长沙,30.76
2018/02/10/11,宜宾,1.2
2018/02/10/11,泸州二郎滩,2.1
2018/02/10/11,北碚,-0.23
2018/02/10/11,重庆,10.38
2018/02/10/11,寸滩,170.52
2018/02/10/11,涪陵（清溪场）,170.29
2018/02/10/11,万州,170.51
2018/02/10/11,茅坪,170.33
2018/02/10/11,宜昌,0.79
2018/02/10/11,枝江,0.31
2018/02/10/11,沙市,-1.05
2018/02/10/11,监利,3.01
2018/02/10/11,城陵矶,4.64
2018/02/10/11,汉口,4.1
