time,location,water_level
2017/01/05/11,黄石,2.91
2017/01/05/11,九江,2.48
2017/01/05/11,安庆,2.75
2017/01/05/11,芜湖,2.15
2017/01/05/11,南京,1.89
2017/01/05/11,镇江,1.38
2017/01/05/11,长沙,31.17
2017/01/06/11,宜宾,1.6
2017/01/06/11,泸州,2.1
2017/01/06/11,重庆,11.81
2017/01/06/11,涪陵,171.75
2017/01/06/11,万州,171.96
2017/01/06/11,茅坪,171.73
2017/01/06/11,宜昌,0.25
2017/01/06/11,沙市,-2.04
2017/01/06/11,监利,2.05
2017/01/06/11,城陵矶,3.6
2017/01/06/11,汉口,2.86
2017/01/06/11,黄石,2.95
2017/01/06/11,九江,2.52
2017/01/06/11,安庆,2.78
2017/01/06/11,芜湖,2.25
2017/01/06/11,南京,2.03
2017/01/06/11,镇江,1.51
2017/01/06/11,长沙,31.04
2017/01/07/11,宜宾,0.9
2017/01/07/11,泸州,2.1
2017/01/07/11,重庆,11.78
2017/01/07/11,涪陵,171.73
2017/01/07/11,万州,171.96
2017/01/07/11,茅坪,171.77
2017/01/07/11,宜昌,0.23
2017/01/07/11,沙市,-2.05
2017/01/07/11,监利,2.04
2017/01/07/11,城陵矶,3.75
2017/01/07/11,汉口,3.04
2017/01/07/11,黄石,3.12
2017/01/07/11,九江,2.62
2017/01/07/11,安庆,2.9
2017/01/07/11,芜湖,2.33
2017/01/07/11,南京,2.16
2017/01/07/11,镇江,1.65
2017/01/07/11,长沙,31.08
2017/01/08/11,宜宾,0.7
2017/01/08/11,泸州,1.6
2017/01/08/11,重庆,11.78
2017/01/08/11,涪陵,171.73
2017/01/08/11,万州,171.93
2017/01/08/11,茅坪,171.71
2017/01/08/11,宜昌,0.19
2017/01/08/11,沙市,-2.04
2017/01/08/11,监利,2.04
2017/01/08/11,城陵矶,3.9
2017/01/08/11,汉口,3.25
2017/01/08/11,黄石,3.22
2017/01/08/11,九江,2.76
2017/01/08/11,安庆,3.07
2017/01/08/11,芜湖,2.32
2017/01/08/11,南京,2.08
2017/01/08/11,镇江,1.61
2017/01/08/11,长沙,31.12
2017/01/09/11,宜宾,0.8
2017/01/09/11,泸州,1.6
2017/01/09/11,重庆,11.68
2017/01/09/11,涪陵,171.69
2017/01/09/11,万州,171.88
2017/01/09/11,茅坪,171.64
2017/01/09/11,宜昌,0.21
2017/01/09/11,沙市,-2.05
2017/01/09/11,监利,2.2
2017/01/09/11,城陵矶,4.05
2017/01/09/11,汉口,3.43
2017/01/09/11,黄石,3.34
2017/01/09/11,九江,2.89
2017/01/09/11,安庆,3.08
2017/01/09/11,芜湖,2.22
2017/01/09/11,南京,2.08
2017/01/09/11,镇江,1.64
2017/01/09/11,长沙,31.09
2017/01/10/11,宜宾,0.8
2017/01/10/11,泸州,1.6
2017/01/10/11,重庆,11.57
2017/01/10/11,涪陵,171.59
2017/01/10/11,万州,171.79
2017/01/10/11,茅坪,171.58
2017/01/10/11,宜昌,0.2
2017/01/10/11,沙市,-1.98
2017/01/10/11,监利,2.23
2017/01/10/11,城陵矶,4.14
2017/01/10/11,汉口,3.53
2017/01/10/11,黄石,3.43
2017/01/10/11,九江,2.96
2017/01/10/11,安庆,3.14
2017/01/10/11,芜湖,2.26
2017/01/10/11,南京,2.31
2017/01/10/11,镇江,1.88
2017/01/10/11,长沙,31.05
2017/01/11/11,宜宾,0.9
2017/01/11/11,泸州,2.1
2017/01/11/11,重庆,11.51
2017/01/11/11,涪陵,171.52
2017/01/11/11,万州,171.71
2017/01/11/11,茅坪,171.48
2017/01/11/11,宜昌,0.24
2017/01/11/11,沙市,-2
2017/01/11/11,监利,2.25
2017/01/11/11,城陵矶,4.23
2017/01/11/11,汉口,3.62
2017/01/11/11,黄石,3.52
2017/01/11/11,九江,3.04
2017/01/11/11,安庆,3.22
2017/01/11/11,芜湖,2.17
2017/01/11/11,南京,2.52
2017/01/11/11,镇江,2.12
2017/01/11/11,长沙,30.88
2017/01/12/11,宜宾,0.9
2017/01/12/11,泸州,1.9
2017/01/12/11,重庆,11.47
2017/01/12/11,涪陵,171.45
2017/01/12/11,万州,171.65
2017/01/12/11,茅坪,171.45
2017/01/12/11,宜昌,0.21
2017/01/12/11,沙市,-2.06
2017/01/12/11,监利,2.24
2017/01/12/11,城陵矶,4.31
2017/01/12/11,汉口,3.7
2017/01/12/11,黄石,3.56
2017/01/12/11,九江,3.11
2017/01/12/11,安庆,3.32
2017/01/12/11,芜湖,2.23
2017/01/12/11,南京,2.63
2017/01/12/11,镇江,2.46
2017/01/12/11,长沙,31.01
2017/01/13/11,宜宾,0.9
2017/01/13/11,泸州,1.6
2017/01/13/11,重庆,11.49
2017/01/13/11,涪陵,171.46
2017/01/13/11,万州,171.68
2017/01/13/11,茅坪,171.48
2017/01/13/11,宜昌,0.17
2017/01/13/11,沙市,-2.09
2017/01/13/11,监利,2.32
2017/01/13/11,城陵矶,4.37
2017/01/13/11,汉口,3.77
2017/01/13/11,黄石,3.63
2017/01/13/11,九江,3.15
2017/01/13/11,安庆,3.38
2017/01/13/11,芜湖,2.28
2017/01/13/11,南京,2.48
2017/01/13/11,镇江,2.63
2017/01/13/11,长沙,31.26
2017/01/14/11,宜宾,0.8
2017/01/14/11,泸州,1.3
2017/01/14/11,重庆,11.4
2017/01/14/11,涪陵,171.44
2017/01/14/11,万州,171.64
2017/01/14/11,茅坪,171.44
2017/01/14/11,宜昌,0.22
2017/01/14/11,沙市,-2.15
2017/01/14/11,监利,2.33
2017/01/14/11,城陵矶,4.54
2017/01/14/11,汉口,3.82
2017/01/14/11,黄石,3.68
2017/01/14/11,九江,3.2
2017/01/14/11,安庆,3.43
2017/01/14/11,芜湖,2.44
2017/01/14/11,南京,2.37
2017/01/14/11,镇江,2.85
2017/01/14/11,长沙,31.16
2017/01/15/11,宜宾,1.1
2017/01/15/11,泸州,1.3
2017/01/15/11,重庆,11.37
2017/01/15/11,涪陵,171.34
2017/01/15/11,万州,171.53
2017/01/15/11,茅坪,171.33
2017/01/15/11,宜昌,0.23
2017/01/15/11,沙市,-2.03
2017/01/15/11,监利,2.38
2017/01/15/11,城陵矶,4.72
2017/01/15/11,汉口,3.92
2017/01/15/11,黄石,3.78
2017/01/15/11,九江,3.3
2017/01/15/11,安庆,3.48
2017/01/15/11,芜湖,2.52
2017/01/15/11,南京,2.09
2017/01/15/11,镇江,2.7
2017/01/15/11,长沙,30.81
2017/01/16/11,宜宾,1
2017/01/16/11,泸州,1.7
2017/01/16/11,重庆,11.2
2017/01/16/11,涪陵,171.24
2017/01/16/11,万州,171.42
2017/01/16/11,茅坪,171.18
2017/01/16/11,宜昌,0.19
2017/01/16/11,沙市,-1.97
2017/01/16/11,监利,2.47
2017/01/16/11,城陵矶,4.72
2017/01/16/11,汉口,4.03
2017/01/16/11,黄石,3.83
2017/01/16/11,九江,3.38
2017/01/16/11,安庆,3.58
2017/01/16/11,芜湖,2.59
2017/01/16/11,南京,2.06
2017/01/16/11,镇江,2.28
2017/01/16/11,长沙,30.78
2017/01/17/11,宜宾,0.9
2017/01/17/11,泸州,1.4
2017/01/17/11,重庆,11.12
2017/01/17/11,涪陵,171.13
2017/01/17/11,万州,171.36
2017/01/17/11,茅坪,171.18
2017/01/17/11,宜昌,0.21
2017/01/17/11,沙市,-1.96
2017/01/17/11,监利,2.55
2017/01/17/11,城陵矶,4.63
2017/01/17/11,汉口,4.05
2017/01/17/11,黄石,3.91
2017/01/17/11,九江,3.43
2017/01/17/11,安庆,3.58
2017/01/17/11,芜湖,2.62
2017/01/17/11,南京,2.13
2017/01/17/11,镇江,1.94
2017/01/17/11,长沙,30.8
2017/01/18/11,宜宾,0.9
2017/01/18/11,泸州,1.9
2017/01/18/11,重庆,11.02
2017/01/18/11,涪陵,171.06
2017/01/18/11,万州,171.27
2017/01/18/11,茅坪,171.06
2017/01/18/11,宜昌,0.32
2017/01/18/11,沙市,-1.93
2017/01/18/11,监利,2.49
2017/01/18/11,城陵矶,4.49
2017/01/18/11,汉口,4.01
2017/01/18/11,黄石,3.91
2017/01/18/11,九江,3.47
2017/01/18/11,安庆,3.62
2017/01/18/11,芜湖,2.63
2017/01/18/11,南京,2.23
2017/01/18/11,镇江,1.7
2017/01/18/11,长沙,30.97
2017/01/19/11,宜宾,1
2017/01/19/11,泸州,2
2017/01/19/11,重庆,10.98
2017/01/19/11,涪陵,170.9
2017/01/19/11,万州,171.11
2017/01/19/11,茅坪,170.93
2017/01/19/11,宜昌,0.83
2017/01/19/11,沙市,-1.76
2017/01/19/11,监利,2.51
2017/01/19/11,城陵矶,4.37
2017/01/19/11,汉口,3.92
2017/01/19/11,黄石,3.84
2017/01/19/11,九江,3.48
2017/01/19/11,安庆,3.64
2017/01/19/11,芜湖,2.63
2017/01/19/11,南京,2.22
2017/01/19/11,镇江,1.66
2017/01/19/11,长沙,31.17
2017/01/20/11,宜宾,1
2017/01/20/11,泸州,2.1
2017/01/20/11,重庆,10.9
2017/01/20/11,涪陵,170.82
2017/01/20/11,万州,171.02
2017/01/20/11,茅坪,170.84
2017/01/20/11,宜昌,0.66
2017/01/20/11,沙市,-1.43
2017/01/20/11,监利,2.54
2017/01/20/11,城陵矶,4.35
2017/01/20/11,汉口,3.81
2017/01/20/11,黄石,3.78
2017/01/20/11,九江,3.44
2017/01/20/11,安庆,3.6
2017/01/20/11,芜湖,2.46
2017/01/20/11,南京,2.04
2017/01/20/11,镇江,1.42
2017/01/20/11,长沙,31.27
2017/01/21/11,宜宾,1
2017/01/21/11,泸州,2
2017/01/21/11,重庆,10.81
2017/01/21/11,涪陵,170.78
2017/01/21/11,万州,170.97
2017/01/21/11,茅坪,170.83
2017/01/21/11,宜昌,0.29
2017/01/21/11,沙市,-1.53
2017/01/21/11,监利,2.79
2017/01/21/11,城陵矶,4.45
2017/01/21/11,汉口,3.79
2017/01/21/11,黄石,3.72
2017/01/21/11,九江,3.35
2017/01/21/11,安庆,3.49
2017/01/21/11,芜湖,2.44
2017/01/21/11,南京,2.12
2017/01/21/11,镇江,1.6
2017/01/21/11,长沙,31.08
2017/01/22/11,宜宾,1
2017/01/22/11,泸州,2.1
2017/01/22/11,重庆,10.79
2017/01/22/11,涪陵,170.77
2017/01/22/11,万州,170.94
2017/01/22/11,茅坪,170.76
2017/01/22/11,宜昌,0.29
2017/01/22/11,沙市,-1.76
2017/01/22/11,监利,2.74
2017/01/22/11,城陵矶,4.49
2017/01/22/11,汉口,3.77
2017/01/22/11,黄石,3.64
2017/01/22/11,九江,3.25
2017/01/22/11,安庆,3.38
2017/01/22/11,芜湖,2.11
2017/01/22/11,南京,1.69
2017/01/22/11,镇江,1.16
2017/01/22/11,长沙,30.84
2017/01/23/11,宜宾,0.9
2017/01/23/11,泸州,1.8
2017/01/23/11,重庆,10.7
2017/01/23/11,涪陵,170.72
2017/01/23/11,万州,170.92
2017/01/23/11,茅坪,170.72
2017/01/23/11,宜昌,0.25
2017/01/23/11,沙市,-1.81
2017/01/23/11,监利,2.66
2017/01/23/11,城陵矶,4.38
2017/01/23/11,汉口,3.74
2017/01/23/11,黄石,3.61
2017/01/23/11,九江,3.18
2017/01/23/11,安庆,3.28
2017/01/23/11,芜湖,2.22
2017/01/23/11,南京,2.04
2017/01/23/11,镇江,1.62
2017/01/23/11,长沙,30.98
2017/01/24/11,宜宾,0.9
2017/01/24/11,泸州,1.9
2017/01/24/11,重庆,10.6
2017/01/24/11,涪陵,170.68
2017/01/24/11,万州,170.85
2017/01/24/11,茅坪,170.64
2017/01/24/11,宜昌,0.18
2017/01/24/11,沙市,-1.89
2017/01/24/11,监利,2.61
2017/01/24/11,城陵矶,4.32
2017/01/24/11,汉口,3.68
2017/01/24/11,黄石,3.56
2017/01/24/11,九江,3.11
2017/01/24/11,安庆,3.23
2017/01/24/11,芜湖,2.08
2017/01/24/11,南京,1.91
2017/01/24/11,镇江,1.48
2017/01/24/11,长沙,30.5
2017/01/25/11,宜宾,0.7
2017/01/25/11,泸州,1.2
2017/01/25/11,重庆,10.6
2017/01/25/11,涪陵,170.57
2017/01/25/11,万州,170.75
2017/01/25/11,茅坪,170.56
2017/01/25/11,宜昌,0.2
2017/01/25/11,沙市,-1.95
2017/01/25/11,监利,2.51
2017/01/25/11,城陵矶,4.19
2017/01/25/11,汉口,3.61
2017/01/25/11,黄石,3.46
2017/01/25/11,九江,3.07
2017/01/25/11,安庆,3.19
2017/01/25/11,芜湖,2.04
2017/01/25/11,南京,2.2
2017/01/25/11,镇江,1.83
2017/01/25/11,长沙,30.42
2017/01/26/11,宜宾,0.5
2017/01/26/11,泸州,1.1
2017/01/26/11,重庆,10.44
2017/01/26/11,涪陵,170.5
2017/01/26/11,万州,170.66
2017/01/26/11,茅坪,170.46
2017/01/26/11,宜昌,0.27
2017/01/26/11,沙市,-2.01
2017/01/26/11,监利,2.29
2017/01/26/11,城陵矶,4.02
2017/01/26/11,汉口,3.51
2017/01/26/11,黄石,3.39
2017/01/26/11,九江,2.97
2017/01/26/11,安庆,3.17
2017/01/26/11,芜湖,2.05
2017/01/26/11,南京,2.34
2017/01/26/11,镇江,2.05
2017/01/26/11,长沙,30.45
2017/01/27/11,宜宾,0.7
2017/01/27/11,泸州,0.7
2017/01/27/11,重庆,10.31
2017/01/27/11,涪陵,170.4
2017/01/27/11,万州,170.59
2017/01/27/11,茅坪,170.41
2017/01/27/11,宜昌,0.05
2017/01/27/11,沙市,-1.96
2017/01/27/11,监利,2.22
2017/01/27/11,城陵矶,3.84
2017/01/27/11,汉口,3.36
2017/01/27/11,黄石,3.26
2017/01/27/11,九江,2.86
2017/01/27/11,安庆,3.1
2017/01/27/11,芜湖,2.05
2017/01/27/11,南京,2.24
2017/01/27/11,镇江,2.1
2017/01/27/11,长沙,30.67
2017/01/28/11,宜宾,0.6
2017/01/28/11,泸州,1
2017/01/28/11,重庆,10.1
2017/01/28/11,涪陵,170.26
2017/01/28/11,万州,170.42
2017/01/28/11,茅坪,170.19
2017/01/28/11,宜昌,0.09
2017/01/28/11,沙市,-1.99
2017/01/28/11,监利,2.16
2017/01/28/11,城陵矶,3.75
2017/01/28/11,汉口,3.23
2017/01/28/11,黄石,3.24
2017/01/28/11,九江,2.76
2017/01/28/11,安庆,3.06
2017/01/28/11,芜湖,2.12
2017/01/28/11,南京,2.52
2017/01/28/11,镇江,2.61
2017/01/28/11,长沙,30.58
2017/01/29/11,宜宾,0.9
2017/01/29/11,泸州,1
2017/01/29/11,重庆,9.88
2017/01/29/11,涪陵,170.04
2017/01/29/11,万州,170.25
2017/01/29/11,茅坪,170.03
2017/01/29/11,宜昌,0.06
2017/01/29/11,沙市,-2.1
2017/01/29/11,监利,2.11
2017/01/29/11,城陵矶,3.59
2017/01/29/11,汉口,3.1
2017/01/29/11,黄石,3.08
2017/01/29/11,九江,2.68
2017/01/29/11,安庆,3.01
2017/01/29/11,芜湖,2.1
2017/01/29/11,南京,2.09
2017/01/29/11,镇江,2.56
2017/01/29/11,长沙,30.53
2017/01/30/11,宜宾,0.7
2017/01/30/11,泸州,0.8
2017/01/30/11,重庆,9.78
2017/01/30/11,涪陵,169.9
2017/01/30/11,万州,170.05
2017/01/30/11,茅坪,169.82
2017/01/30/11,宜昌,0.15
2017/01/30/11,沙市,-2.13
2017/01/30/11,监利,2
2017/01/30/11,城陵矶,3.37
2017/01/30/11,汉口,2.91
2017/01/30/11,黄石,3
2017/01/30/11,九江,2.64
2017/01/30/11,安庆,2.86
2017/01/30/11,芜湖,2.03
2017/01/30/11,南京,1.82
2017/01/30/11,镇江,2.51
2017/01/30/11,长沙,30.73
2017/01/31/11,宜宾,0.7
2017/01/31/11,泸州,0.8
2017/01/31/11,重庆,9.6
2017/01/31/11,涪陵,169.71
2017/01/31/11,万州,169.89
2017/01/31/11,茅坪,169.68
2017/01/31/11,宜昌,0.06
2017/01/31/11,沙市,-2.02
2017/01/31/11,监利,1.95
2017/01/31/11,城陵矶,3.22
2017/01/31/11,汉口,2.78
2017/01/31/11,黄石,2.91
2017/01/31/11,九江,2.52
2017/01/31/11,安庆,2.87
2017/01/31/11,芜湖,2.13
2017/01/31/11,南京,1.77
2017/01/31/11,镇江,2.35
2017/01/31/11,长沙,30.95
2017/02/01/11,宜宾,0.7
2017/02/01/11,泸州,0.8
2017/02/01/11,重庆,9.4
2017/02/01/11,涪陵,169.52
2017/02/01/11,万州,169.7
2017/02/01/11,茅坪,169.5
2017/02/01/11,宜昌,0.06
2017/02/01/11,沙市,-2.03
2017/02/01/11,监利,1.96
2017/02/01/11,城陵矶,3.13
2017/02/01/11,汉口,2.64
2017/02/01/11,黄石,2.77
2017/02/01/11,九江,2.4
2017/02/01/11,安庆,2.76
2017/02/01/11,芜湖,1.98
2017/02/01/11,南京,1.57
2017/02/01/11,镇江,1.89
2017/02/01/11,长沙,30.92
2017/02/02/11,宜宾,1
2017/02/02/11,泸州,0.9
2017/02/02/11,重庆,9.22
2017/02/02/11,涪陵,169.33
2017/02/02/11,万州,169.51
2017/02/02/11,茅坪,169.29
2017/02/02/11,宜昌,0.08
2017/02/02/11,沙市,-1.99
2017/02/02/11,监利,1.93
2017/02/02/11,城陵矶,3.13
2017/02/02/11,汉口,2.54
2017/02/02/11,黄石,2.69
2017/02/02/11,九江,2.29
2017/02/02/11,安庆,2.61
2017/02/02/11,芜湖,1.98
2017/02/02/11,南京,1.66
2017/02/02/11,镇江,1.6
2017/02/02/11,长沙,30.79
2017/02/03/11,宜宾,0.8
2017/02/03/11,泸州,0.9
2017/02/03/11,重庆,9.02
2017/02/03/11,涪陵,169.13
2017/02/03/11,万州,169.32
2017/02/03/11,茅坪,169.13
2017/02/03/11,宜昌,0.05
2017/02/03/11,沙市,-2.01
2017/02/03/11,监利,1.94
2017/02/03/11,城陵矶,3.2
2017/02/03/11,汉口,2.5
2017/02/03/11,黄石,2.58
2017/02/03/11,九江,2.18
2017/02/03/11,安庆,2.54
2017/02/03/11,芜湖,1.92
2017/02/03/11,南京,1.63
2017/02/03/11,镇江,1.12
2017/02/03/11,长沙,30.76
2017/02/04/11,宜宾,0.8
2017/02/04/11,泸州,0.9
2017/02/04/11,重庆,8.89
2017/02/04/11,涪陵,168.93
2017/02/04/11,万州,169.09
2017/02/04/11,茅坪,168.93
2017/02/04/11,宜昌,0.31
2017/02/04/11,沙市,-2.05
2017/02/04/11,监利,1.94
2017/02/04/11,城陵矶,3.29
2017/02/04/11,汉口,2.5
2017/02/04/11,黄石,2.54
2017/02/04/11,九江,2.11
2017/02/04/11,安庆,2.4
2017/02/04/11,芜湖,1.8
2017/02/04/11,南京,1.58
2017/02/04/11,镇江,1.06
2017/02/04/11,长沙,30.52
2017/02/05/11,宜宾,0.8
2017/02/05/11,泸州,0.9
2017/02/05/11,重庆,8.76
2017/02/05/11,涪陵,168.75
2017/02/05/11,万州,169.95
2017/02/05/11,茅坪,168.77
2017/02/05/11,宜昌,0.29
2017/02/05/11,沙市,-2.05
2017/02/05/11,监利,1.95
2017/02/05/11,城陵矶,3.29
2017/02/05/11,汉口,2.52
2017/02/05/11,黄石,2.49
2017/02/05/11,九江,2.03
2017/02/05/11,安庆,2.29
2017/02/05/11,芜湖,1.7
2017/02/05/11,南京,1.52
2017/02/05/11,镇江,1.06
2017/02/05/11,长沙,30.5
2017/02/06/11,宜宾,0.6
2017/02/06/11,泸州,0.8
2017/02/06/11,重庆,8.6
2017/02/06/11,涪陵,168.6
2017/02/06/11,万州,168.8
2017/02/06/11,茅坪,168.54
2017/02/06/11,宜昌,0.27
2017/02/06/11,沙市,-2.09
2017/02/06/11,监利,1.93
2017/02/06/11,城陵矶,3.29
2017/02/06/11,汉口,2.53
2017/02/06/11,黄石,2.49
2017/02/06/11,九江,2.01
2017/02/06/11,安庆,2.21
2017/02/06/11,芜湖,1.65
2017/02/06/11,南京,1.53
2017/02/06/11,镇江,1.14
2017/02/06/11,长沙,30.53
2017/02/07/11,宜宾,0.7
2017/02/07/11,泸州,1.2
2017/02/07/11,重庆,8.43
2017/02/07/11,涪陵,168.45
2017/02/07/11,万州,168.64
2017/02/07/11,茅坪,168.38
2017/02/07/11,宜昌,0.27
2017/02/07/11,沙市,-2.07
2017/02/07/11,监利,1.89
2017/02/07/11,城陵矶,3.27
2017/02/07/11,汉口,2.52
2017/02/07/11,黄石,2.56
2017/02/07/11,九江,2.01
2017/02/07/11,安庆,2.2
2017/02/07/11,芜湖,1.61
2017/02/07/11,南京,1.58
2017/02/07/11,镇江,1.22
2017/02/07/11,长沙,30.5
2017/02/08/11,宜宾,0.8
2017/02/08/11,泸州,1.8
2017/02/08/11,重庆,8.31
2017/02/08/11,涪陵,168.28
2017/02/08/11,万州,168.48
2017/02/08/11,茅坪,168.26
2017/02/08/11,宜昌,0.32
2017/02/08/11,沙市,-2.05
2017/02/08/11,监利,1.9
2017/02/08/11,城陵矶,3.23
2017/02/08/11,汉口,2.49
2017/02/08/11,黄石,2.51
2017/02/08/11,九江,2.06
2017/02/08/11,安庆,2.2
2017/02/08/11,芜湖,1.56
2017/02/08/11,南京,1.69
2017/02/08/11,镇江,1.36
2017/02/08/11,长沙,30.67
2017/02/09/11,宜宾,0.7
2017/02/09/11,泸州,1.9
2017/02/09/11,重庆,8.33
2017/02/09/11,涪陵,168.19
2017/02/09/11,万州,168.38
2017/02/09/11,茅坪,168.16
2017/02/09/11,宜昌,0.29
2017/02/09/11,沙市,-1.99
2017/02/09/11,监利,1.93
2017/02/09/11,城陵矶,3.25
2017/02/09/11,汉口,2.48
2017/02/09/11,黄石,2.46
2017/02/09/11,九江,2.01
2017/02/09/11,安庆,2.22
2017/02/09/11,芜湖,1.49
2017/02/09/11,南京,1.97
2017/02/09/11,镇江,1.65
2017/02/09/11,长沙,30.74
2017/02/10/11,宜宾,0.9
2017/02/10/11,泸州,1.9
2017/02/10/11,重庆,8.35
2017/02/10/11,涪陵,168.15
2017/02/10/11,万州,168.33
2017/02/10/11,茅坪,168.09
2017/02/10/11,宜昌,0.29
2017/02/10/11,沙市,-2.02
2017/02/10/11,监利,1.95
2017/02/10/11,城陵矶,3.25
2017/02/10/11,汉口,2.5
2017/02/10/11,黄石,2.5
2017/02/10/11,九江,1.98
2017/02/10/11,安庆,2.2
2017/02/10/11,芜湖,1.35
2017/02/10/11,南京,1.94
2017/02/10/11,镇江,1.88
2017/02/10/11,长沙,30.76
2017/02/11/11,宜宾,1.2
2017/02/11/11,泸州,2.1
2017/02/11/11,重庆,8.31
2017/02/11/11,涪陵,168.11
2017/02/11/11,万州,168.31
2017/02/11/11,茅坪,168.12
2017/02/11/11,宜昌,0.34
2017/02/11/11,沙市,-1.95
2017/02/11/11,监利,1.96
2017/02/11/11,城陵矶,3.34
2017/02/11/11,汉口,2.51
2017/02/11/11,黄石,2.49
2017/02/11/11,九江,1.95
2017/02/11/11,安庆,2.17
2017/02/11/11,芜湖,1.33
2017/02/11/11,南京,1.88
2017/02/11/11,镇江,2.1
2017/02/11/11,长沙,30.75
2017/02/12/11,宜宾,1.1
2017/02/12/11,泸州,2.1
2017/02/12/11,重庆,8.34
2017/02/12/11,涪陵,168.1
2017/02/12/11,万州,168.3
2017/02/12/11,茅坪,168.09
2017/02/12/11,宜昌,0.42
2017/02/12/11,沙市,-1.87
2017/02/12/11,监利,2
2017/02/12/11,城陵矶,3.38
2017/02/12/11,汉口,2.53
2017/02/12/11,黄石,2.47
2017/02/12/11,九江,1.95
2017/02/12/11,安庆,2.17
2017/02/12/11,芜湖,1.45
2017/02/12/11,南京,1.79
2017/02/12/11,镇江,2.3
2017/02/12/11,长沙,30.7
2017/02/13/11,宜宾,0.8
2017/02/13/11,泸州,2.1
2017/02/13/11,重庆,8.39
2017/02/13/11,涪陵,168.11
2017/02/13/11,万州,168.31
2017/02/13/11,茅坪,168.08
2017/02/13/11,宜昌,0.48
2017/02/13/11,沙市,-1.88
2017/02/13/11,监利,2.03
2017/02/13/11,城陵矶,3.38
2017/02/13/11,汉口,2.55
2017/02/13/11,黄石,2.51
2017/02/13/11,九江,1.94
2017/02/13/11,安庆,2.21
2017/02/13/11,芜湖,1.57
2017/02/13/11,南京,1.57
2017/02/13/11,镇江,2.39
2017/02/13/11,长沙,30.6
2017/02/14/11,宜宾,1.1
2017/02/14/11,泸州,2
2017/02/14/11,重庆,8.34
2017/02/14/11,涪陵,168.09
2017/02/14/11,万州,168.27
2017/02/14/11,茅坪,168.03
2017/02/14/11,宜昌,0.39
2017/02/14/11,沙市,-1.9
2017/02/14/11,监利,2.02
2017/02/14/11,城陵矶,3.38
2017/02/14/11,汉口,2.56
2017/02/14/11,黄石,2.52
2017/02/14/11,九江,1.97
2017/02/14/11,安庆,2.25
2017/02/14/11,芜湖,1.69
2017/02/14/11,南京,1.39
2017/02/14/11,镇江,2.24
2017/02/14/11,长沙,30.47
2017/02/15/11,宜宾,0.9
2017/02/15/11,泸州,2.1
2017/02/15/11,重庆,8.24
2017/02/15/11,涪陵,167.99
