time,location,water_level
2021/12/29/08,汉口,1.7
2021/12/29/08,黄石,1.54
2021/12/29/08,九江,1.54
2021/12/29/08,安庆,1.53
2021/12/29/08,芜湖,1.26
2021/12/29/08,南京,1.04
2021/12/29/08,镇江,0.83
2021/12/29/08,长沙,31.22
2021/12/30/08,宜宾,1.22
2021/12/30/08,泸州(麻沙桥),2.57
2021/12/30/08,北碚,0.27
2021/12/30/08,重庆,10.69
2021/12/30/08,寸滩,170.88
2021/12/30/08,涪陵,170.58
2021/12/30/08,万州,171.02
2021/12/30/08,秭归（郭家坝）,170.62
2021/12/30/08,宜昌,0.43
2021/12/30/08,枝江（李家渡）,-0.34
2021/12/30/08,沙市,-2.34
2021/12/30/08,监利,2.1
2021/12/30/08,城陵矶,3.21
2021/12/30/08,汉口,1.83
2021/12/31/08,宜宾,1.31
2021/12/31/08,泸州(麻沙桥),1.73
2021/12/31/08,北碚,1.18
2021/12/31/08,重庆,10.86
2021/12/31/08,寸滩,170.98
2021/12/31/08,涪陵,170.59
2021/12/30/08,黄石,1.58
2021/12/30/08,九江,1.53
2021/12/30/08,安庆,1.48
2021/12/30/08,芜湖,1.36
2021/12/30/08,南京,1.17
2021/12/30/08,镇江,0.96
2021/12/30/08,长沙,31.33
2021/12/31/08,万州,171.04
2021/12/31/08,秭归（郭家坝）,170.66
2021/12/31/08,宜昌,0.36
2021/12/31/08,枝江（李家渡）,-0.39
2021/12/31/08,沙市,-2.44
2021/12/31/08,监利,2
2021/12/31/08,城陵矶,3.26
2021/12/31/08,汉口,1.97
2021/12/31/08,黄石,1.69
2021/12/31/08,九江,1.57
2021/12/31/08,安庆,1.54
2021/12/31/08,芜湖,1.37
2021/12/31/08,南京,1.31
2021/12/31/08,镇江,1.08
2021/12/31/08,长沙,31.43
2021/12/06/08,宜宾,0.7
2021/12/06/08,泸州(麻沙桥),2
2021/12/06/08,北碚,0.2
2021/12/06/08,重庆,12.12
2021/12/06/08,寸滩,172.27
2021/12/06/08,涪陵,172.11
2021/12/06/08,万州,172.55
2021/12/06/08,秭归（郭家坝）,172.13
2021/12/06/08,宜昌,1.37
2021/12/06/08,枝江（李家渡）,0.33
2021/12/06/08,沙市,-1.54
2021/12/06/08,监利,2.82
2021/12/06/08,城陵矶,3.93
2021/12/06/08,汉口,2.84
2021/12/06/08,黄石,3.11
2021/12/06/08,九江,2.77
2021/12/06/08,安庆,2.78
2021/12/06/08,芜湖,2.08
2021/12/06/08,南京,2.22
2021/12/06/08,镇江,2.74
2021/12/06/08,长沙,31.18
2021/12/16/08,宜宾,0.95
2021/12/16/08,泸州(麻沙桥),1.94
2021/12/16/08,北碚,0.98
2021/12/16/08,重庆,11.58
2021/12/16/08,寸滩,171.69
2021/12/16/08,涪陵,171.39
2021/12/16/08,万州,171.8
2021/12/16/08,秭归（郭家坝）,171.43
2021/12/16/08,宜昌,0.48
2021/12/16/08,枝江（李家渡）,-0.4
2021/12/16/08,沙市,-2.66
2021/12/16/08,监利,1.76
2021/12/16/08,城陵矶,2.77
2021/12/16/08,汉口,1.86
2021/12/16/08,黄石,1.86
2021/12/16/08,九江,1.82
2021/12/16/08,安庆,1.94
2021/12/16/08,芜湖,1.6
2021/12/16/08,南京,1.78
2021/12/16/08,镇江,1.53
2021/12/16/08,长沙,31.12
2021/12/17/08,宜宾,0.8
2021/12/17/08,泸州(麻沙桥),1.81
2021/12/17/08,北碚,0.45
2021/12/17/08,重庆,11.46
2021/12/17/08,寸滩,171.59
2021/12/17/08,涪陵,171.38
2021/12/17/08,万州,171.75
2021/12/17/08,秭归（郭家坝）,171.37
2021/12/17/08,宜昌,0.59
2021/12/17/08,枝江（李家渡）,-0.43
2021/12/17/08,沙市,-2.65
2021/12/17/08,监利,1.78
2021/12/17/08,城陵矶,2.76
2021/12/17/08,汉口,1.92
2021/12/17/08,黄石,1.86
2021/12/17/08,九江,1.76
2021/12/17/08,安庆,1.95
2021/12/18/08,宜宾,0.85
2021/12/18/08,泸州(麻沙桥),2.08
2021/12/18/08,北碚,0
2021/12/18/08,重庆,11.32
2021/12/18/08,寸滩,171.46
2021/12/18/08,涪陵,171.28
2021/12/18/08,万州,171.68
2021/12/18/08,秭归（郭家坝）,171.29
2021/12/18/08,宜昌,0.6
2021/12/18/08,枝江（李家渡）,-0.32
2021/12/17/08,芜湖,1.43
2021/12/17/08,南京,1.8
2021/12/17/08,镇江,1.62
2021/12/17/08,长沙,31.1
2021/12/18/08,沙市,-2.5
2021/12/18/08,监利,1.8
2021/12/18/08,城陵矶,2.73
2021/12/18/08,汉口,1.92
2021/12/18/08,黄石,1.81
2021/12/18/08,九江,1.72
2021/12/18/08,安庆,1.93
2021/12/18/08,芜湖,1.39
2021/12/18/08,南京,2.02
2021/12/18/08,镇江,1.9
2021/12/18/08,长沙,31.05
2021/12/19/08,宜宾,0.88
2021/12/19/08,泸州(麻沙桥),2.19
2021/12/19/08,北碚,0.48
2021/12/19/08,重庆,11.27
2021/12/19/08,寸滩,171.4
2021/12/19/08,涪陵,171.19
2021/12/19/08,万州,171.6
2021/12/19/08,秭归（郭家坝）,171.22
2021/12/19/08,宜昌,0.53
2021/12/19/08,枝江（李家渡）,-0.38
2021/12/19/08,沙市,-2.42
2021/12/19/08,监利,1.89
2021/12/19/08,城陵矶,2.75
2021/12/19/08,汉口,1.78
2021/12/19/08,黄石,1.81
2021/12/19/08,九江,1.69
2021/12/19/08,安庆,1.88
2021/12/19/08,芜湖,1.16
2021/12/20/08,宜宾,0.63
2021/12/20/08,泸州(麻沙桥),1.81
2021/12/20/08,北碚,-0.03
2021/12/20/08,重庆,11.22
2021/12/20/08,寸滩,171.35
2021/12/19/08,南京,1.42
2021/12/19/08,镇江,1.62
2021/12/19/08,长沙,31
2021/12/20/08,涪陵,171.11
2021/12/20/08,万州,171.53
2021/12/20/08,秭归（郭家坝）,171.17
2021/12/20/08,宜昌,0.42
2021/12/20/08,枝江（李家渡）,-0.47
2021/12/20/08,沙市,-2.52
2021/12/20/08,监利,1.91
2021/12/20/08,城陵矶,2.73
2021/12/20/08,汉口,1.79
2021/12/20/08,黄石,1.8
2021/12/20/08,九江,1.64
2021/12/20/08,安庆,1.82
2021/12/20/08,芜湖,1.2
2021/12/20/08,南京,1.58
2021/12/20/08,镇江,2.01
2021/12/20/08,长沙,31
2021/12/22/08,宜宾,1.36
2021/12/22/08,泸州(麻沙桥),2.17
2021/12/22/08,北碚,0.11
2021/12/22/08,重庆,10.95
2021/12/22/08,寸滩,171.08
2021/12/22/08,涪陵,170.92
2021/12/22/08,万州,171.28
2021/12/22/08,秭归（郭家坝）,170.92
2021/12/22/08,宜昌,0.52
2021/12/22/08,枝江（李家渡）,-0.28
2021/12/22/08,沙市,-2.19
2021/12/22/08,监利,1.81
2021/12/22/08,城陵矶,2.72
2021/12/22/08,汉口,1.77
2021/12/22/08,黄石,1.8
2021/12/22/08,九江,1.63
2021/12/22/08,安庆,1.85
2021/12/22/08,芜湖,1.35
2021/12/21/08,宜宾,0.99
2021/12/21/08,泸州(麻沙桥),1.8
2021/12/21/08,北碚,-0.01
2021/12/21/08,重庆,11.06
2021/12/21/08,寸滩,171.21
2021/12/21/08,涪陵,171.02
2021/12/22/08,南京,1.24
2021/12/22/08,镇江,2.12
2021/12/22/08,长沙,31.06
2021/12/21/08,万州,171.45
2021/12/21/08,秭归（郭家坝）,171.06
2021/12/21/08,宜昌,0.46
2021/12/21/08,枝江（李家渡）,-0.45
2021/12/21/08,沙市,-2.57
2021/12/21/08,监利,1.82
2021/12/21/08,城陵矶,2.71
2021/12/21/08,汉口,1.78
2021/12/21/08,黄石,1.8
2021/12/21/08,九江,1.63
2021/12/21/08,安庆,1.82
2021/12/21/08,芜湖,1.26
2021/12/21/08,南京,1.27
2021/12/21/08,镇江,1.96
2021/12/21/08,长沙,31.06
2021/12/24/08,宜宾,0.98
2021/12/24/08,泸州(麻沙桥),2.01
2021/12/24/08,北碚,0.09
2021/12/24/08,重庆,10.89
2021/12/24/08,寸滩,171.04
2021/12/24/08,涪陵,170.77
2021/12/24/08,万州,171.16
2021/12/24/08,秭归（郭家坝）,170.85
2021/12/24/08,宜昌,0.26
2021/12/24/08,枝江（李家渡）,-0.49
2021/12/24/08,沙市,-2.5
2021/12/24/08,监利,1.88
2021/12/24/08,城陵矶,2.79
2021/12/24/08,汉口,1.76
2021/12/24/08,黄石,1.8
2021/12/24/08,九江,1.67
2021/12/24/08,安庆,1.96
2021/12/24/08,芜湖,1.53
2021/12/24/08,南京,1.09
2021/12/24/08,镇江,1.65
2021/12/24/08,长沙,30.98
2021/12/23/08,宜宾,0.94
2021/12/23/08,泸州(麻沙桥),2.08
2021/12/23/08,北碚,0.98
2021/12/23/08,重庆,10.98
2021/12/23/08,寸滩,171.11
2021/12/23/08,涪陵,170.81
2021/12/23/08,万州,171.2
2021/12/23/08,秭归（郭家坝）,170.81
2021/12/23/08,宜昌,0.58
2021/12/23/08,枝江（李家渡）,0.36
2021/12/23/08,沙市,-2.42
2021/12/23/08,监利,1.95
2021/12/23/08,城陵矶,2.81
2021/12/23/08,汉口,1.92
2021/12/23/08,黄石,1.8
2021/12/23/08,九江,1.63
2021/12/23/08,安庆,1.9
2021/12/25/08,宜宾,0.96
2021/12/25/08,泸州(麻沙桥),2.18
2021/12/25/08,北碚,0.06
2021/12/25/08,重庆,10.86
2021/12/25/08,寸滩,171.01
2021/12/25/08,涪陵,170.71
2021/12/25/08,万州,171.15
2021/12/25/08,秭归（郭家坝）,170.72
2021/12/25/08,宜昌,0.33
2021/12/23/08,芜湖,1.45
2021/12/23/08,南京,1.05
2021/12/23/08,镇江,1.89
2021/12/23/08,长沙,31.08
2021/12/25/08,枝江（李家渡）,-0.48
2021/12/25/08,沙市,-2.63
2021/12/25/08,监利,1.76
2021/12/25/08,城陵矶,2.75
2021/12/25/08,汉口,1.69
2021/12/25/08,黄石,1.8
2021/12/25/08,九江,1.68
2021/12/25/08,安庆,1.9
2021/12/25/08,芜湖,1.56
2021/12/25/08,南京,1.17
2021/12/25/08,镇江,1.42
2021/12/25/08,长沙,30.86
2021/12/07/08,宜宾,0.83
2021/12/07/08,泸州(麻沙桥),1.9
2021/12/07/08,北碚,0.53
2021/12/07/08,重庆,12.09
2021/12/07/08,寸滩,172.21
2021/12/07/08,涪陵,172
2021/12/07/08,万州,172.4
2021/12/07/08,秭归（郭家坝）,171.96
2021/12/07/08,宜昌,0.81
2021/12/07/08,枝江（李家渡）,0.05
2021/12/07/08,沙市,-1.64
2021/12/07/08,监利,2.75
2021/12/07/08,城陵矶,3.83
2021/12/07/08,汉口,3.04
2021/12/07/08,黄石,2.87
2021/12/07/08,九江,2.7
2021/12/07/08,安庆,2.74
2021/12/07/08,芜湖,2.13
2021/12/07/08,南京,1.68
2021/12/08/08,宜宾,1.39
2021/12/08/08,泸州(麻沙桥),1.97
2021/12/08/08,北碚,0.3
2021/12/08/08,重庆,11.87
2021/12/08/08,寸滩,172.01
2021/12/08/08,涪陵,171.82
2021/12/07/08,镇江,2.53
2021/12/07/08,长沙,31.1
2021/12/08/08,万州,172.3
2021/12/08/08,秭归（郭家坝）,171.84
2021/12/08/08,宜昌,0.46
2021/12/08/08,枝江（李家渡）,-0.26
2021/12/08/08,沙市,-2.06
2021/12/08/08,监利,2.57
2021/12/08/08,城陵矶,3.66
2021/12/08/08,汉口,2.92
2021/12/08/08,黄石,2.8
2021/12/08/08,九江,2.65
2021/12/08/08,安庆,2.72
2021/12/08/08,芜湖,2.12
2021/12/08/08,南京,1.52
2021/12/08/08,镇江,2.21
2021/12/08/08,长沙,31.05
2021/01/10/11,宜宾,2.73
2021/01/10/11,泸州(二郎滩),3.1
2021/01/10/11,北碚,-0.12
2021/01/10/11,重庆,11.34
2021/01/10/11,寸滩,171.35
2021/01/10/11,涪陵,171
2021/01/10/11,万州,171.16
2021/01/10/11,茅坪,170.96
2021/01/10/11,宜昌,1.58
2021/01/10/11,枝江,1.95
2021/01/10/11,沙市,1.17
2021/01/10/11,监利,4.28
2021/01/10/11,城陵矶,5.2
2021/01/10/11,汉口,3.61
2021/01/10/11,黄石,3.06
2021/01/10/11,九江,2.43
2021/01/10/11,安庆,2.14
2021/01/10/11,芜湖,1.72
2021/01/10/11,南京,1.49
2021/01/10/11,镇江,1.28
2021/01/10/11,长沙,30.52
2021/01/30/11,宜宾,1.24
2021/01/30/11,泸州(二郎滩),1.85
2021/01/30/11,北碚,-0.21
2021/01/30/11,重庆,10.25
2021/01/30/11,寸滩,170.36
2021/01/30/11,涪陵,170.02
2021/01/30/11,万州,170.35
2021/01/30/11,茅坪,170.1
2021/01/30/11,宜昌,0.44
2021/01/30/11,枝江,-0.41
2021/01/30/11,沙市,-2.24
2021/01/30/11,监利,2.06
2021/01/30/11,城陵矶,3.32
2021/01/30/11,汉口,2.56
2021/01/30/11,黄石,2.41
2021/01/30/11,九江,2.04
2021/01/30/11,安庆,2.13
2021/01/11/11,宜宾,2.72
2021/01/11/11,泸州(二郎滩),2.8
2021/01/11/11,北碚,0.44
2021/01/11/11,重庆,11.3
2021/01/11/11,寸滩,171.35
2021/01/11/11,涪陵,170.9
2021/01/30/11,芜湖,1.62
2021/01/30/11,南京,1.42
2021/01/30/11,镇江,2.04
2021/01/30/11,长沙,30.41
2021/01/11/11,万州,171.1
2021/01/11/11,茅坪,170.93
2021/01/11/11,宜昌,1.27
2021/01/11/11,枝江,0.97
2021/01/11/11,沙市,0.02
2021/01/11/11,监利,4.05
2021/01/11/11,城陵矶,5.36
2021/01/11/11,汉口,3.99
2021/01/11/11,黄石,3.34
2021/01/11/11,九江,2.67
2021/01/11/11,安庆,2.33
2021/01/31/11,宜宾,1.35
2021/01/31/11,泸州(二郎滩),1.72
2021/01/31/11,北碚,-0.05
2021/01/31/11,重庆,10.26
2021/01/31/11,寸滩,170.39
2021/01/31/11,涪陵,170.1
2021/01/31/11,万州,170.38
2021/01/31/11,茅坪,170.18
2021/01/11/11,芜湖,1.64
2021/01/11/11,南京,1.69
2021/01/11/11,镇江,1.44
2021/01/11/11,长沙,30.55
2021/01/31/11,宜昌,0.35
2021/01/31/11,枝江,-0.46
2021/01/31/11,沙市,-2.17
2021/01/31/11,监利,2.07
2021/01/31/11,城陵矶,3.29
2021/01/31/11,汉口,2.57
2021/01/31/11,黄石,2.41
2021/01/31/11,九江,2.02
2021/01/31/11,安庆,2.06
2021/01/31/11,芜湖,1.57
2021/01/31/11,南京,1.39
2021/01/31/11,镇江,2.39
2021/02/19/11,宜宾,0.86
2021/02/19/11,泸州(二郎滩),1
2021/02/19/11,北碚,0.4
2021/02/19/11,重庆,7.82
2021/02/19/11,寸滩,167.93
2021/02/19/11,涪陵,167.8
2021/01/31/11,长沙,30.35
2021/02/19/11,万州,168.15
2021/02/19/11,茅坪,167.86
2021/02/19/11,宜昌,0.28
2021/02/19/11,枝江,-0.31
2021/02/19/11,沙市,-2.1
2021/02/19/11,监利,2.15
2021/02/19/11,城陵矶,3.5
2021/02/19/11,汉口,2.57
2021/03/11/11,宜宾,0.4
2021/03/11/11,泸州(二郎滩),0.57
2021/03/11/11,北碚,-0.17
2021/03/11/11,重庆,5.96
2021/03/11/11,寸滩,166.06
2021/02/19/11,黄石,2.44
2021/02/19/11,九江,2.14
2021/02/19/11,安庆,2.16
2021/02/19/11,芜湖,1.61
2021/02/19/11,南京,2.33
2021/02/19/11,镇江,0.72
2021/02/19/11,长沙,30.38
2021/03/11/11,涪陵,165.78
2021/03/11/11,万州,165.99
2021/03/11/11,茅坪,165.78
2021/03/11/11,宜昌,0.38
2021/03/11/11,枝江,-0.44
2021/03/11/11,沙市,-2.2
2021/03/11/11,监利,2.77
2021/03/11/11,城陵矶,5.06
2021/03/11/11,汉口,3.89
2021/03/11/11,黄石,3.66
2021/03/11/11,九江,3.42
2021/03/11/11,安庆,3.27
2021/03/01/11,宜宾,1.01
2021/03/01/11,泸州(二郎滩),0.58
2021/03/01/11,北碚,-0.25
2021/03/01/11,重庆,6.69
2021/03/01/11,寸滩,166.85
2021/03/01/11,涪陵,166.69
2021/03/01/11,万州,166.99
2021/03/11/11,芜湖,2.16
2021/03/11/11,南京,2.24
2021/03/11/11,镇江,1.97
2021/03/11/11,长沙,30.87
2021/03/01/11,茅坪,166.75
2021/03/01/11,宜昌,0.21
2021/03/01/11,枝江,-0.7
2021/03/01/11,沙市,-2.51
2021/03/01/11,监利,2.22
2021/03/01/11,城陵矶,3.97
2021/03/01/11,汉口,2.85
2021/03/01/11,黄石,2.59
2021/03/01/11,九江,2.24
2021/03/01/11,安庆,2.46
2021/03/01/11,芜湖,2
2021/03/01/11,南京,2.24
2021/03/01/11,镇江,2.96
2021/03/01/11,长沙,30.37
2021/03/21/11,宜宾,0.64
2021/03/21/11,泸州(二郎滩),0.73
2021/03/21/11,北碚,-0.09
2021/03/21/11,重庆,6.2
2021/03/21/11,寸滩,166.27
2021/03/21/11,涪陵,165.87
2021/03/21/11,万州,166.15
2021/03/21/11,茅坪,165.86
2021/03/21/11,宜昌,0.32
2021/03/21/11,枝江,-0.56
2021/03/21/11,沙市,-2.2
2021/03/21/11,监利,3.2
2021/03/21/11,城陵矶,5.68
2021/03/21/11,汉口,5.18
2021/03/21/11,黄石,5.12
2021/03/21/11,九江,4.82
2021/03/21/11,安庆,4.57
2021/03/21/11,芜湖,3.14
2021/03/21/11,南京,2.2
2021/03/21/11,镇江,1.81
2021/03/21/11,长沙,30.52
2021/04/10/11,宜宾,1.06
2021/04/10/11,泸州(二郎滩),1.5
2021/04/10/11,北碚,1.73
2021/04/10/11,重庆,4.5
2021/04/10/11,寸滩,164.34
2021/04/10/11,涪陵,163.3
2021/04/10/11,万州,163.6
2021/04/10/11,茅坪,163.12
2021/04/10/11,宜昌,1.75
2021/04/10/11,枝江,1.11
2021/04/10/11,沙市,0.16
2021/04/10/11,监利,4.84
2021/04/10/11,城陵矶,7.07
2021/04/10/11,汉口,6.21
2021/04/10/11,黄石,5.9
2021/04/10/11,九江,5.34
2021/04/10/11,安庆,4.89
2021/04/10/11,芜湖,3.22
2021/03/31/11,宜宾,0.56
2021/03/31/11,泸州(二郎滩),0.85
2021/03/31/11,北碚,0.7
2021/03/31/11,重庆,5.75
2021/03/31/11,寸滩,165.79
2021/04/10/11,南京,3.05
2021/04/10/11,镇江,2.7
2021/04/10/11,长沙,30.72
2021/03/31/11,涪陵,165.38
2021/03/31/11,万州,165.76
2021/03/31/11,茅坪,165.27
2021/03/31/11,宜昌,0.89
2021/03/31/11,枝江,0.02
2021/03/31/11,沙市,-1.42
2021/03/31/11,监利,3.18
2021/03/31/11,城陵矶,4.74
2021/03/31/11,汉口,4.25
2021/03/31/11,黄石,4.26
2021/03/31/11,九江,4.02
2021/03/31/11,安庆,4.07
2021/03/31/11,芜湖,2.98
2021/03/31/11,南京,2.58
2021/03/31/11,镇江,3.47
2021/03/31/11,长沙,30.47
2021/04/20/11,宜宾,1.92
2021/04/20/11,泸州(二郎滩),1.66
2021/04/20/11,北碚,2.14
2021/04/20/11,重庆,4.18
2021/04/20/11,寸滩,163.74
2021/04/20/11,涪陵,162.06
2021/04/20/11,万州,162.32
2021/04/20/11,秭归（郭家坝）,161.87
2021/04/20/11,宜昌,1.64
2021/04/20/11,枝江,0.9
2021/04/20/11,沙市,-0.3
2021/04/20/11,监利,4.88
2021/04/20/11,城陵矶,7.83
2021/04/20/11,汉口,7.18
2021/04/20/11,黄石,6.93
2021/05/10/11,宜宾,2.11
2021/05/10/11,泸州(二郎滩),2.43
2021/05/10/11,北碚,-0.03
2021/05/10/11,重庆,4.03
2021/05/10/11,寸滩,162.91
2021/05/10/11,涪陵,158.03
2021/05/10/11,万州,157.95
2021/04/20/11,九江,6.52
2021/04/20/11,安庆,5.82
2021/04/20/11,芜湖,3.82
2021/04/20/11,南京,2.7
2021/04/20/11,镇江,2.11
2021/04/20/11,长沙,32.37
2021/05/10/11,秭归（郭家坝）,157.31
2021/05/10/11,宜昌,4.17
2021/05/10/11,枝江,3.07
2021/05/10/11,沙市,2.37
2021/05/10/11,监利,6.92
2021/05/10/11,城陵矶,9.01
2021/05/10/11,汉口,8.21
2021/05/10/11,黄石,7.77
2021/05/10/11,九江,7.27
2021/05/10/11,安庆,6.48
2021/05/10/11,芜湖,4.36
2021/05/10/11,南京,3.82
2021/04/30/11,宜宾,1.55
2021/04/30/11,泸州(二郎滩),1.5
2021/04/30/11,北碚,1.65
2021/04/30/11,重庆,3.65
2021/04/30/11,寸滩,162.68
2021/04/30/11,涪陵,159.1
2021/04/30/11,万州,159.25
2021/04/30/11,秭归（郭家坝）,158.8
2021/05/10/11,镇江,3.26
2021/05/10/11,长沙,32
2021/04/30/11,宜昌,2.93
2021/04/30/11,枝江,2.5
2021/04/30/11,沙市,1.92
2021/04/30/11,监利,7.08
2021/04/30/11,城陵矶,9.5
2021/04/30/11,汉口,8.7
2021/04/30/11,黄石,8.24
2021/04/30/11,九江,7.51
2021/04/30/11,安庆,6.68
2021/04/30/11,芜湖,4.44
2021/04/30/11,南京,3.21
2021/04/30/11,镇江,3.87
2021/05/20/08,宜宾,2.12
2021/05/20/08,泸州(二郎滩),2.3
2021/05/20/08,北碚,1.71
2021/05/20/08,重庆,3.08
2021/05/20/08,寸滩,161.98
2021/05/20/08,涪陵,154.65
2021/05/20/08,万州,154.2
2021/05/20/08,秭归（郭家坝）,153.43
2021/04/30/11,长沙,32
2021/05/20/08,宜昌,5.08
2021/05/20/08,枝江,4.11
2021/05/20/08,沙市,3.73
2021/05/20/08,监利,8.96
2021/05/20/08,城陵矶,11.76
2021/05/20/08,汉口,10.9
2021/05/20/08,黄石,10.39
2021/05/20/08,九江,9.69
2021/05/20/08,安庆,8.6
2021/05/20/08,芜湖,5.88
2021/05/20/08,南京,4.27
2021/05/20/08,镇江,3.12
2021/06/09/08,宜宾,2.13
2021/06/09/08,泸州(二郎滩),2.05
2021/06/09/08,北碚,0.05
2021/06/09/08,重庆,1.83
2021/06/09/08,寸滩,160.22
2021/06/09/08,涪陵,147
2021/06/09/08,万州,146.23
2021/06/09/08,秭归（郭家坝）,145.31
2021/06/09/08,宜昌,2.64
2021/05/20/08,长沙,34.19
2021/06/09/08,枝江,2.63
2021/06/09/08,沙市,2.17
2021/06/09/08,监利,8.7
2021/06/09/08,城陵矶,12.26
2021/06/09/08,汉口,12.03
2021/06/09/08,黄石,11.81
2021/06/09/08,九江,11.43
2021/06/09/08,安庆,10.25
2021/06/09/08,芜湖,7.22
2021/06/09/08,南京,5.85
2021/06/09/08,镇江,4.78
2021/06/09/08,长沙,30.92
2021/05/30/08,宜宾,2.54
2021/05/30/08,泸州(二郎滩),2.2
2021/05/30/08,北碚,0.99
2021/05/30/08,重庆,3.4
2021/05/30/08,寸滩,161.99
2021/05/30/08,涪陵,151.4
2021/05/30/08,万州,150.82
2021/05/30/08,秭归（郭家坝）,150.48
2021/05/30/08,宜昌,2.15
2021/05/30/08,枝江,1.88
2021/05/30/08,沙市,1.79
2021/05/30/08,监利,9.34
2021/05/30/08,城陵矶,13.43
2021/05/30/08,汉口,12.99
2021/05/30/08,黄石,12.7
2021/05/30/08,九江,12.16
2021/05/30/08,安庆,10.95
2021/05/30/08,芜湖,7.75
2021/05/30/08,南京,5.77
2021/05/30/08,镇江,5
2021/05/30/08,长沙,33.71
2021/06/19/08,宜宾,3.21
2021/06/19/08,泸州(二郎滩),3.9
2021/06/19/08,北碚,7.89
2021/06/19/08,重庆,7.78
2021/06/19/08,寸滩,166.52
2021/06/19/08,涪陵,150.35
2021/06/19/08,万州,147.52
2021/06/29/08,宜宾,4.34
2021/06/29/08,泸州(麻沙桥),3.49
2021/06/29/08,北碚,7.01
2021/06/29/08,重庆,7.59
2021/06/29/08,寸滩,166.34
2021/06/29/08,涪陵,151.06
2021/06/19/08,秭归（郭家坝）,146.4
2021/06/19/08,宜昌,4.08
2021/06/19/08,枝江,2.58
2021/06/19/08,沙市,1.11
2021/06/19/08,监利,6.14
2021/06/19/08,城陵矶,8.96
2021/06/19/08,汉口,9.19
2021/06/19/08,黄石,9.36
2021/06/19/08,九江,9.38
2021/06/19/08,安庆,8.74
2021/06/19/08,芜湖,6.27
2021/06/19/08,南京,4.73
2021/06/29/08,万州,148.1
2021/06/29/08,秭归（郭家坝）,146.76
2021/06/29/08,宜昌,4.32
2021/06/29/08,枝江（李家渡）,2.94
2021/06/29/08,沙市,1.89
2021/06/29/08,监利,6.43
2021/06/29/08,城陵矶,8.54
2021/06/29/08,汉口,8.38
2021/06/29/08,黄石,8.4
2021/06/29/08,九江,8.08
2021/06/29/08,安庆,7.76
2021/07/09/08,宜宾,6.84
2021/07/09/08,泸州(麻沙桥),6.01
2021/07/09/08,北碚,7.2
2021/07/09/08,重庆,9.82
2021/07/09/08,寸滩,168.55
2021/07/09/08,涪陵,152.97
2021/07/09/08,万州,148.38
2021/07/09/08,秭归（郭家坝）,146.64
2021/07/09/08,宜昌,8.03
