time,location,water_level
2015/01/07/11,茅坪,170.98
2015/01/07/11,宜昌,0.22
2015/01/07/11,沙市,-1.36
2015/01/07/11,监利,2.13
2015/01/07/11,城陵矶,2.97
2015/01/07/11,汉口,2.11
2015/01/07/11,黄石,1.95
2015/01/07/11,九江,1.62
2015/01/07/11,安庆,2
2015/01/07/11,芜湖,1.54
2015/01/07/11,南京,1.54
2015/01/07/11,镇江,2.27
2015/01/07/11,湘江长沙,29.28
2015/01/08/08,寸滩,171.03
2015/01/08/08,武隆,171.55
2015/01/08/08,宜昌,39.48
2015/01/08/08,沙市,31.17
2015/01/08/08,汉口,14.05
2015/01/08/08,九江,8.65
2015/01/08/08,大通,5.13
2015/01/08/08,城陵矶,20.51
2015/01/08/08,湖口,7.88
2015/01/08/08,茅坪,170.93
2015/01/09/11,宜宾,0.9
2015/01/09/11,泸州二郎滩,1.8
2015/01/09/11,重庆,10.73
2015/01/09/11,涪陵（清溪场）,170.87
2015/01/09/11,万州,171.08
2015/01/09/11,茅坪,170.91
2015/01/09/11,宜昌,0.15
2015/01/09/11,沙市,-1.47
2015/01/09/11,监利,2.07
2015/01/09/11,城陵矶,2.91
2015/01/09/11,汉口,2.01
2015/01/09/11,黄石,1.85
2015/01/09/11,九江,1.53
2015/01/09/11,安庆,1.85
2015/01/09/11,芜湖,1.36
2015/01/09/11,南京,1.11
2015/01/09/11,镇江,1.73
2015/01/09/11,湘江长沙,29.49
2015/01/10/11,宜宾,0.8
2015/01/10/11,泸州二郎滩,1.7
2015/01/10/11,重庆,10.88
2015/01/10/11,涪陵（清溪场）,170.8
2015/01/10/11,万州,170.98
2015/01/10/11,茅坪,170.8
2015/01/10/11,宜昌,0.15
2015/01/10/11,沙市,-1.47
2015/01/10/11,监利,2.01
2015/01/10/11,城陵矶,2.85
2015/01/10/11,汉口,1.98
2015/01/10/11,黄石,1.73
2015/01/10/11,九江,1.48
2015/01/10/11,安庆,1.8
2015/01/10/11,芜湖,1.36
2015/01/10/11,南京,1.03
2015/01/10/11,镇江,1.3
2015/01/10/11,湘江长沙,29.52
2015/01/12/11,宜宾,0.7
2015/01/12/11,泸州二郎滩,1.8
2015/01/12/11,重庆,10.72
2015/01/12/11,涪陵（清溪场）,170.71
2015/01/12/11,万州,170.92
2015/01/12/11,茅坪,170.75
2015/01/12/11,宜昌,0.18
2015/01/12/11,沙市,-1.44
2015/01/12/11,监利,1.97
2015/01/12/11,城陵矶,2.83
2015/01/12/11,汉口,1.91
2015/01/12/11,黄石,1.82
2015/01/12/11,九江,1.42
2015/01/12/11,安庆,1.7
2015/01/12/11,芜湖,1.34
2015/01/12/11,南京,1.07
2015/01/12/11,镇江,0.8
2015/01/12/11,湘江长沙,29.46
2015/01/13/11,宜宾,0.6
2015/01/13/11,泸州二郎滩,1.6
2015/01/13/11,重庆,10.73
2015/01/13/11,涪陵（清溪场）,170.72
2015/01/13/11,万州,170.91
2015/01/13/11,茅坪,170.72
2015/01/13/11,宜昌,0.23
2015/01/13/11,沙市,-1.44
2015/01/13/11,监利,1.98
2015/01/13/11,城陵矶,2.84
2015/01/13/11,汉口,1.91
2015/01/13/11,黄石,1.83
2015/01/13/11,九江,1.41
2015/01/13/11,安庆,1.69
2015/01/13/11,芜湖,1.36
2015/01/13/11,南京,1.16
2015/01/13/11,镇江,0.73
2015/01/13/11,湘江长沙,29.51
2015/01/14/11   ,宜宾,0.7
2015/01/14/11   ,泸州二郎滩,1.8
2015/01/14/11   ,重庆,10.79
2015/01/14/11   ,涪陵（清溪场）,170.7
2015/01/14/11   ,万州,170.89
2015/01/14/11   ,茅坪,170.68
2015/01/14/11   ,宜昌,0.09
2015/01/14/11   ,沙市,-1.43
2015/01/14/11   ,监利,1.98
2015/01/14/11   ,城陵矶,2.84
2015/01/14/11   ,汉口,1.93
2015/01/14/11   ,黄石,1.81
2015/01/14/11   ,九江,1.38
2015/01/14/11   ,安庆,1.63
2015/01/14/11   ,芜湖,1.34
2015/01/14/11   ,南京,1.15
2015/01/14/11   ,镇江,0.75
2015/01/14/11   ,湘江长沙,29.77
2015/01/15/11,宜宾,0.7
2015/01/15/11,泸州二郎滩,1.7
2015/01/15/11,重庆,10.68
2015/01/15/11,涪陵（清溪场）,170.69
2015/01/15/11,万州,170.87
2015/01/15/11,茅坪,170.67
2015/01/15/11,宜昌,0.15
2015/01/15/11,沙市,-1.46
2015/01/15/11,监利,1.99
2015/01/15/11,城陵矶,2.85
2015/01/15/11,汉口,1.93
2015/01/15/11,黄石,1.8
2015/01/15/11,九江,1.37
2015/01/15/11,安庆,1.6
2015/01/15/11,芜湖,1.15
2015/01/15/11,南京,1.11
2015/01/15/11,镇江,0.76
2015/01/15/11,湘江长沙,29.95
2015/01/16/11,宜宾,0.9
2015/01/16/11,泸州二郎滩,1.7
2015/01/16/11,重庆,10.69
2015/01/16/11,涪陵（清溪场）,170.64
2015/01/16/11,万州,170.82
2015/01/16/11,茅坪,170.65
2015/01/16/11,宜昌,0.12
2015/01/16/11,沙市,-1.44
2015/01/16/11,监利,2
2015/01/16/11,城陵矶,2.9
2015/01/16/11,汉口,1.96
2015/01/16/11,黄石,1.8
2015/01/16/11,九江,1.33
2015/01/16/11,安庆,1.55
2015/01/16/11,芜湖,1.07
2015/01/16/11,南京,1.08
2015/01/16/11,镇江,0.77
2015/01/16/11,湘江长沙,30.21
2015/01/17/11 ,宜宾,1
2015/01/17/11 ,泸州二郎滩,1.8
2015/01/17/11 ,重庆,10.68
2015/01/17/11 ,涪陵（清溪场）,170.66
2015/01/17/11 ,万州,170.83
2015/01/17/11 ,茅坪,170.59
2015/01/17/11 ,宜昌,0.12
2015/01/17/11 ,沙市,-1.45
2015/01/17/11 ,监利,2.03
2015/01/17/11 ,城陵矶,3.02
2015/01/17/11 ,汉口,1.97
2015/01/17/11 ,黄石,1.8
2015/01/17/11 ,九江,1.31
2015/01/17/11 ,安庆,1.48
2015/01/17/11 ,芜湖,1.02
2015/01/17/11 ,南京,1.16
2015/01/17/11 ,镇江,0.82
2015/01/17/11 ,湘江长沙,30.14
2015/01/18/11,宜宾,0.7
2015/01/18/11,泸州二郎滩,1.8
2015/01/18/11,重庆,10.6
2015/01/18/11,涪陵（清溪场）,170.61
2015/01/18/11,万州,170.76
2015/01/18/11,茅坪,170.62
2015/01/18/11,宜昌,0.21
2015/01/18/11,沙市,-1.4
2015/01/18/11,监利,2.06
2015/01/18/11,城陵矶,3.08
2015/01/18/11,汉口,2.03
2015/01/18/11,黄石,1.8
2015/01/18/11,九江,1.3
2015/01/18/11,安庆,1.53
2015/01/18/11,芜湖,1.11
2015/01/18/11,南京,1.51
2015/01/18/11,镇江,1.1
2015/01/18/11,湘江长沙,30.11
2015/01/19/11,宜宾,1.3
2015/01/19/11,泸州二郎滩,1.8
2015/01/19/11,重庆,10.59
2015/01/19/11,涪陵（清溪场）,170.59
2015/01/19/11,万州,170.75
2015/01/19/11,茅坪,170.57
2015/01/19/11,宜昌,0.16
2015/01/19/11,沙市,-1.39
2015/01/19/11,监利,2.12
2015/01/19/11,城陵矶,3.12
2015/01/19/11,汉口,2.06
2015/01/19/11,黄石,1.81
2015/01/19/11,九江,1.29
2015/01/19/11,安庆,1.54
2015/01/19/11,芜湖,0.83
2015/01/19/11,南京,1.49
2015/01/19/11,镇江,1.22
2015/01/19/11,湘江长沙,30.03
2015/01/20/11,宜宾,0.7
2015/01/20/11,泸州二郎滩,1.9
2015/01/20/11,重庆,10.59
2015/01/20/11,涪陵（清溪场）,170.59
2015/01/20/11,万州,170.76
2015/01/20/11,茅坪,170.6
2015/01/20/11,宜昌,0.15
2015/01/20/11,沙市,-1.43
2015/01/20/11,监利,2.14
2015/01/20/11,城陵矶,3.12
2015/01/20/11,汉口,2.08
2015/01/20/11,黄石,1.84
2015/01/20/11,九江,1.28
2015/01/20/11,安庆,1.61
2015/01/20/11,芜湖,1.04
2015/01/20/11,南京,1.89
2015/01/20/11,镇江,1.94
2015/01/20/11,湘江长沙,30.15
2015/01/21/11,宜宾,0.7
2015/01/21/11,泸州二郎滩,1.8
2015/01/21/11,重庆,10.62
2015/01/21/11,涪陵（清溪场）,170.59
2015/01/21/11,万州,170.78
2015/01/21/11,茅坪,170.63
2015/01/21/11,宜昌,0.13
2015/01/21/11,沙市,-1.46
2015/01/21/11,监利,2.13
2015/01/21/11,城陵矶,3.11
2015/01/21/11,汉口,2.11
2015/01/21/11,黄石,1.87
2015/01/21/11,九江,1.33
2015/01/21/11,安庆,1.72
2015/01/21/11,芜湖,1.17
2015/01/21/11,南京,1.91
2015/01/21/11,镇江,2.16
2015/01/21/11,湘江长沙,30.28
2015/01/22/11,宜宾,0.9
2015/01/22/11,泸州二郎滩,1.7
2015/01/22/11,重庆,10.58
2015/01/22/11,涪陵（清溪场）,170.6
2015/01/22/11,万州,170.78
2015/01/22/11,茅坪,170.49
2015/01/22/11,宜昌,0.21
2015/01/22/11,沙市,-1.42
2015/01/22/11,监利,2.13
2015/01/22/11,城陵矶,3.14
2015/01/22/11,汉口,2.1
2015/01/22/11,黄石,1.9
2015/01/22/11,九江,1.37
2015/01/22/11,安庆,1.78
2015/01/22/11,芜湖,1.23
2015/01/22/11,南京,1.53
2015/01/22/11,镇江,2.2
2015/01/22/11,湘江长沙,30.26
2015/01/23/11,宜宾,1
2015/01/23/11,泸州二郎滩,1.8
2015/01/23/11,重庆,10.5
2015/01/23/11,涪陵（清溪场）,170.54
2015/01/23/11,万州,170.72
2015/01/23/11,茅坪,170.49
2015/01/23/11,宜昌,0.2
2015/01/23/11,沙市,-1.43
2015/01/23/11,监利,2.16
2015/01/23/11,城陵矶,3.15
2015/01/23/11,汉口,2.15
2015/01/23/11,黄石,1.93
2015/01/23/11,九江,1.39
2015/01/23/11,安庆,1.84
2015/01/23/11,芜湖,1.38
2015/01/23/11,南京,1.15
2015/01/23/11,镇江,2.18
2015/01/23/11,湘江长沙,30.17
2015/01/24/11  ,宜宾,1.2
2015/01/24/11  ,泸州二郎滩,1.9
2015/01/24/11  ,重庆,10.59
2015/01/24/11  ,涪陵（清溪场）,170.55
2015/01/24/11  ,万州,170.73
2015/01/24/11  ,茅坪,170.51
2015/01/24/11  ,宜昌,0.26
2015/01/24/11  ,沙市,-1.4
2015/01/24/11  ,监利,2.14
2015/01/24/11  ,城陵矶,3.15
2015/01/24/11  ,汉口,2.17
2015/01/24/11  ,黄石,1.96
2015/01/24/11  ,九江,1.44
2015/01/24/11  ,安庆,1.88
2015/01/24/11  ,芜湖,1.49
2015/01/24/11  ,南京,1.19
2015/01/24/11  ,镇江,1.75
2015/01/24/11  ,湘江长沙,30.1
2015/01/25/11,宜宾,1.1
2015/01/25/11,泸州二郎滩,2.1
2015/01/25/11,重庆,10.54
2015/01/25/11,涪陵（清溪场）,170.54
2015/01/25/11,万州,170.74
2015/01/25/11,茅坪,170.52
2015/01/25/11,宜昌,0.24
2015/01/25/11,沙市,-1.44
2015/01/25/11,监利,2.16
2015/01/25/11,城陵矶,3.13
2015/01/25/11,汉口,2.15
2015/01/25/11,黄石,1.97
2015/01/25/11,九江,1.48
2015/01/25/11,安庆,1.93
2015/01/25/11,芜湖,1.55
2015/01/25/11,南京,1.29
2015/01/25/11,镇江,1.18
2015/01/25/11,湘江长沙,30.03
2015/01/26/11,宜宾,0.9
2015/01/26/11,泸州二郎滩,1.9
2015/01/26/11,重庆,10.58
2015/01/26/11,涪陵（清溪场）,170.52
2015/01/26/11,万州,170.7
2015/01/26/11,茅坪,170.5
2015/01/26/11,宜昌,0.17
2015/01/26/11,沙市,-1.5
2015/01/26/11,监利,2.11
2015/01/26/11,城陵矶,3.1
2015/01/26/11,汉口,2.13
2015/01/26/11,黄石,1.94
2015/01/26/11,九江,1.5
2015/01/26/11,安庆,1.87
2015/01/26/11,芜湖,1.46
2015/01/26/11,南京,1.25
2015/01/26/11,镇江,0.77
2015/01/26/11,湘江长沙,29.96
2015/01/27/11,宜宾,1
2015/01/27/11,泸州二郎滩,1.7
2015/01/27/11,重庆,10.58
2015/01/27/11,涪陵（清溪场）,170.71
2015/01/27/11,万州,170.71
2015/01/27/11,茅坪,170.44
2015/01/27/11,宜昌,0.13
2015/01/27/11,沙市,-1.44
2015/01/27/11,监利,2.08
2015/01/27/11,城陵矶,3.03
2015/01/27/11,汉口,2.08
2015/01/27/11,黄石,1.94
2015/01/27/11,九江,1.52
2015/01/27/11,安庆,1.81
2015/01/27/11,芜湖,1.49
2015/01/27/11,南京,1.29
2015/01/27/11,镇江,0.8
2015/01/27/11,湘江长沙,32.08
2015/01/28/11,宜宾,0.7
2015/01/28/11,泸州二郎滩,1.9
2015/01/28/11,重庆,10.63
2015/01/28/11,涪陵（清溪场）,170.54
2015/01/28/11,万州,170.73
2015/01/28/11,茅坪,170.46
2015/01/28/11,宜昌,0.13
2015/01/28/11,沙市,-1.57
2015/01/28/11,监利,2.03
2015/01/28/11,城陵矶,2.99
2015/01/28/11,汉口,2.03
2015/01/28/11,黄石,1.95
2015/01/28/11,九江,1.56
2015/01/28/11,安庆,1.78
2015/01/28/11,芜湖,1.41
2015/01/28/11,南京,1.33
2015/01/28/11,镇江,0.85
2015/01/28/11,湘江长沙,30.18
2015/01/29/11,宜宾,1
2015/01/29/11,泸州二郎滩,1.9
2015/01/29/11,重庆,10.64
2015/01/29/11,涪陵（清溪场）,170.55
2015/01/29/11,万州,170.75
2015/01/29/11,茅坪,170.51
2015/01/29/11,宜昌,0.24
2015/01/29/11,沙市,-1.44
2015/01/29/11,监利,2
2015/01/29/11,城陵矶,2.95
2015/01/29/11,汉口,2.01
2015/01/29/11,黄石,1.91
2015/01/29/11,九江,1.54
2015/01/29/11,安庆,1.79
2015/01/29/11,芜湖,1.31
2015/01/29/11,南京,1.22
2015/01/29/11,镇江,0.78
2015/01/29/11,湘江长沙,30.33
2015/01/30/11,宜宾,0.9
2015/01/30/11,泸州二郎滩,2
2015/01/30/11,重庆,10.64
2015/01/30/11,涪陵（清溪场）,170.58
2015/01/30/11,万州,170.82
2015/01/30/11,茅坪,170.6
2015/01/30/11,宜昌,0.23
2015/01/30/11,沙市,-1.38
2015/01/30/11,监利,2.05
2015/01/30/11,城陵矶,3.01
2015/01/30/11,汉口,1.98
2015/01/30/11,黄石,1.92
2015/01/30/11,九江,1.48
2015/01/30/11,安庆,1.74
2015/01/30/11,芜湖,1.19
2015/01/30/11,南京,1.18
2015/01/30/11,镇江,0.82
2015/01/30/11,湘江长沙,29.91
2015/01/31/11,宜宾,0.9
2015/01/31/11,泸州二郎滩,1.8
2015/01/31/11,重庆,10.68
2015/01/31/11,涪陵（清溪场）,170.62
2015/01/31/11,万州,170.84
2015/01/31/11,茅坪,170.62
2015/01/31/11,宜昌,0.13
2015/01/31/11,沙市,-1.34
2015/01/31/11,监利,2.15
2015/01/31/11,城陵矶,3.19
2015/01/31/11,汉口,2
2015/01/31/11,黄石,1.84
2015/01/31/11,九江,1.43
2015/01/31/11,安庆,1.63
2015/01/31/11,芜湖,1.15
2015/01/31/11,南京,1.38
2015/01/31/11,镇江,1.01
2015/01/31/11,湘江长沙,29.64
2015/02/01/11,宜宾,1.1
2015/02/01/11,泸州二郎滩,1.3
2015/02/01/11,重庆,10.64
2015/02/01/11,涪陵（清溪场）,170.61
2015/02/01/11,万州,170.81
2015/02/01/11,茅坪,170.59
2015/02/01/11,宜昌,0.14
2015/02/01/11,沙市,-1.4
2015/02/01/11,监利,2.13
2015/02/01/11,城陵矶,3.27
2015/02/01/11,汉口,2.11
2015/02/01/11,黄石,1.85
2015/02/01/11,九江,1.36
2015/02/01/11,安庆,1.65
2015/02/01/11,芜湖,1.01
2015/02/01/11,南京,1.55
2015/02/01/11,镇江,1.16
2015/02/01/11,湘江长沙,29.56
2015/02/03/11,宜宾,0.8
2015/02/03/11,泸州二郎滩,1.1
2015/02/03/11,重庆,10.59
2015/02/03/11,涪陵（清溪场）,170.58
2015/02/03/11,万州,170.81
2015/02/03/11,茅坪,170.59
2015/02/03/11,宜昌,0.16
2015/02/03/11,沙市,-1.42
2015/02/03/11,监利,2.14
2015/02/03/11,城陵矶,3.22
2015/02/03/11,汉口,2.19
2015/02/03/11,黄石,1.94
2015/02/03/11,九江,1.4
2015/02/03/11,安庆,1.7
2015/02/03/11,芜湖,1.06
2015/02/03/11,南京,1.81
2015/02/03/11,镇江,1.9
2015/02/03/11,湘江长沙,29.83
2015/02/04/11,宜宾,0.8
2015/02/04/11,泸州二郎滩,1.3
2015/02/04/11,重庆,10.69
2015/02/04/11,涪陵（清溪场）,170.54
2015/02/04/11,万州,170.76
2015/02/04/11,茅坪,170.52
2015/02/04/11,宜昌,0.16
2015/02/04/11,沙市,-1.45
2015/02/04/11,监利,2.12
2015/02/04/11,城陵矶,3.2
2015/02/04/11,汉口,2.19
2015/02/04/11,黄石,1.93
2015/02/04/11,九江,1.43
2015/02/04/11,安庆,1.74
2015/02/04/11,芜湖,1.12
2015/02/04/11,南京,1.73
2015/02/04/11,镇江,2.01
2015/02/04/11,湘江长沙,29.75
2015/02/05/11,宜宾,1
2015/02/05/11,泸州二郎滩,1.4
2015/02/05/11,重庆,10.5
2015/02/05/11,涪陵（清溪场）,170.53
2015/02/05/11,万州,170.75
2015/02/05/11,茅坪,170.51
2015/02/05/11,宜昌,0.18
2015/02/05/11,沙市,-1.45
2015/02/05/11,监利,2.1
2015/02/05/11,城陵矶,3.21
2015/02/05/11,汉口,2.2
2015/02/05/11,黄石,1.94
2015/02/05/11,九江,1.43
2015/02/05/11,安庆,1.74
2015/02/05/11,芜湖,1.14
2015/02/05/11,南京,1.48
2015/02/05/11,镇江,2
2015/02/05/11,湘江长沙,29.71
2015/02/06/11,宜宾,1.2
2015/02/06/11,泸州二郎滩,0.9
2015/02/06/11,重庆,10.5
2015/02/06/11,涪陵（清溪场）,170.5
2015/02/06/11,万州,170.73
2015/02/06/11,茅坪,170.48
2015/02/06/11,宜昌,0.15
2015/02/06/11,沙市,-1.45
2015/02/06/11,监利,2.08
2015/02/06/11,城陵矶,3.17
2015/02/06/11,汉口,2.2
2015/02/06/11,黄石,1.97
2015/02/06/11,九江,1.43
2015/02/06/11,安庆,1.74
2015/02/06/11,芜湖,1.17
2015/02/06/11,南京,1.25
2015/02/06/11,镇江,2.02
2015/02/06/11,湘江长沙,29.72
2015/02/07/11 ,宜宾,0.8
2015/02/07/11 ,泸州二郎滩,1.2
2015/02/07/11 ,重庆,10.44
2015/02/07/11 ,涪陵（清溪场）,170.46
2015/02/07/11 ,万州,170.73
2015/02/07/11 ,茅坪,170.51
2015/02/07/11 ,宜昌,0.23
2015/02/07/11 ,沙市,-1.44
2015/02/07/11 ,监利,2.08
2015/02/07/11 ,城陵矶,3.15
2015/02/07/11 ,汉口,2.17
2015/02/07/11 ,黄石,1.98
2015/02/07/11 ,九江,1.44
2015/02/07/11 ,安庆,1.75
2015/02/07/11 ,芜湖,1.2
2015/02/07/11 ,南京,1.04
2015/02/07/11 ,镇江,1.84
2015/02/07/11 ,湘江长沙,29.71
2015/02/08/11,宜宾,1
2015/02/08/11,泸州二郎滩,1
2015/02/08/11,重庆,10.46
2015/02/08/11,涪陵（清溪场）,170.45
2015/02/08/11,万州,170.7
2015/02/08/11,茅坪,170.44
2015/02/08/11,宜昌,0.2
2015/02/08/11,沙市,-1.48
2015/02/08/11,监利,2.08
2015/02/08/11,城陵矶,3.13
2015/02/08/11,汉口,2.11
2015/02/08/11,黄石,1.94
2015/02/08/11,九江,1.45
2015/02/08/11,安庆,1.78
2015/02/08/11,芜湖,1.26
2015/02/08/11,南京,1.02
2015/02/08/11,镇江,1.67
2015/02/08/11,湘江长沙,29.72
2015/02/09/11,宜宾,0.9
2015/02/09/11,泸州二郎滩,1.1
2015/02/09/11,重庆,10.33
2015/02/09/11,涪陵（清溪场）,170.39
2015/02/09/11,万州,170.63
2015/02/09/11,茅坪,170.38
2015/02/09/11,宜昌,0.16
2015/02/09/11,沙市,-1.52
2015/02/09/11,监利,2.07
2015/02/09/11,城陵矶,3.1
2015/02/09/11,汉口,2.09
2015/02/09/11,黄石,1.94
2015/02/09/11,九江,1.45
2015/02/09/11,安庆,1.79
2015/02/09/11,芜湖,1.31
2015/02/09/11,南京,1.16
2015/02/09/11,镇江,1.28
2015/02/09/11,湘江长沙,29.76
2015/02/10/11,宜宾,1
2015/02/10/11,泸州二郎滩,1.1
2015/02/10/11,重庆,10.3
2015/02/10/11,涪陵（清溪场）,170.33
2015/02/10/11,万州,170.57
2015/02/10/11,茅坪,170.31
2015/02/10/11,宜昌,0.3
2015/02/10/11,沙市,-1.52
2015/02/10/11,监利,2.01
2015/02/10/11,城陵矶,3.1
2015/02/10/11,汉口,2.07
2015/02/10/11,黄石,1.91
2015/02/10/11,九江,1.43
2015/02/10/11,安庆,1.72
2015/02/10/11,芜湖,1.18
2015/02/10/11,南京,0.95
2015/02/10/11,镇江,0.8
2015/02/10/11,湘江长沙,29.12
2015/02/11/11,宜宾,0.9
2015/02/11/11,泸州二郎滩,1.2
2015/02/11/11,重庆,10.13
2015/02/11/11,涪陵（清溪场）,170.21
2015/02/11/11,万州,170.47
2015/02/11/11,茅坪,170.29
2015/02/11/11,宜昌,0.42
2015/02/11/11,沙市,-1.14
2015/02/11/11,监利,2.1
2015/02/11/11,城陵矶,3.14
2015/02/11/11,汉口,2.04
2015/02/11/11,黄石,1.88
2015/02/11/11,九江,1.39
2015/02/11/11,安庆,1.63
2015/02/11/11,芜湖,1.16
2015/02/11/11,南京,0.98
2015/02/11/11,镇江,0.6
2015/02/11/11,湘江长沙,29
2015/02/12/11,宜宾,1.1
2015/02/12/11,泸州二郎滩,1.2
2015/02/12/11,重庆,10.14
2015/02/12/11,涪陵（清溪场）,170.17
2015/02/12/11,万州,170.4
2015/02/12/11,茅坪,170.23
2015/02/12/11,宜昌,0.13
2015/02/12/11,沙市,-1.23
2015/02/12/11,监利,2.23
2015/02/12/11,城陵矶,3.04
2015/02/12/11,汉口,2.04
2015/02/12/11,黄石,1.84
2015/02/12/11,九江,1.36
2015/02/12/11,安庆,1.55
2015/02/12/11,芜湖,1.04
2015/02/12/11,南京,0.91
2015/02/12/11,镇江,0.48
2015/02/12/11,湘江长沙,29.14
2015/02/13/11,宜宾,0.8
2015/02/13/11,泸州二郎滩,1.2
2015/02/13/11,重庆,10.07
2015/02/13/11,涪陵（清溪场）,170.11
2015/02/13/11,万州,170.36
2015/02/13/11,茅坪,170.13
2015/02/13/11,宜昌,0.13
2015/02/13/11,沙市,-1.44
2015/02/13/11,监利,2.17
2015/02/13/11,城陵矶,3.1
2015/02/13/11,汉口,2.03
2015/02/13/11,黄石,1.78
2015/02/13/11,九江,1.32
2015/02/13/11,安庆,1.51
2015/02/13/11,芜湖,1.14
2015/02/13/11,南京,1.11
2015/02/13/11,镇江,0.7
2015/02/13/11,湘江长沙,29.2
2015/02/14/11,宜宾,0.7
2015/02/14/11,泸州二郎滩,0.9
2015/02/14/11,重庆,10.1
2015/02/14/11,涪陵（清溪场）,170.08
2015/02/14/11,万州,170.26
2015/02/14/11,茅坪,170.02
2015/02/14/11,宜昌,0.18
2015/02/14/11,沙市,-1.45
2015/02/14/11,监利,2.06
2015/02/14/11,城陵矶,3.09
2015/02/14/11,汉口,2.02
2015/02/14/11,黄石,1.8
2015/02/14/11,九江,1.29
2015/02/14/11,安庆,1.5
2015/02/14/11,芜湖,1
2015/02/14/11,南京,0.96
2015/02/14/11,镇江,0.59
2015/02/14/11,湘江长沙,29.19
2015/02/15/11,宜宾,0.5
2015/02/15/11,泸州二郎滩,1.1
2015/02/15/11,重庆,9.92
2015/02/15/11,涪陵（清溪场）,169.95
2015/02/15/11,万州,170.71
